,tree.num,simulation,height,method,quality,missing,maf,sites,taxa_ref,int,noref,tree.height,ingroup.tree.height,Avg.BLs,SD.BLs,mean.support,sd.support,gamma,ingroup.gamma,colless,ingroup.colless,sackin,ingroup.sackin,avg_dxy,RF.Dist.ML,Q.Dist.ML,CI.Dist.ML,std.gamma,std.colless,std.sackin,std.sites
690,690,7,LONG,raxml,40,NA,0.04,9091,45_0_0,INT,REF,0.0450900886116013,0.230957414967581,0.0246768183481718,0.0138211633072639,94.0102040816327,11.834333153796,-7.00001882718882,-2.52225648644648,0.36944450131559,0.308,0.739874187968022,0.82,NA,50,0.0041715191927356,0.103062897537681,-9.4760830081512,0.00886666803157415,-0.140881503168345,0.0738043628274759
691,691,7,LONG,raxml,40,NA,0.05,7665,45_0_0,INT,REF,0.0500481282562247,0.317729960400006,0.0271742320481616,0.016105081805272,88.6122448979592,22.0452358988584,-7.03553967381992,-2.14752310652783,0.412792656136619,0.325,0.879770505799525,0.831,NA,60,0.00412939253108984,0.123142536299917,-9.2212545654702,0.0522148228526034,-0.0876814949789001,0.0622275262427239
692,692,7,LONG,raxml,40,NA,0.1,4558,45_0_0,INT,REF,0.0582901929578917,0.181150783010143,0.0324572098106446,0.0263565756615016,78.3775510204082,28.9142048727819,-6.0562116301475,-0.0507441926433312,0.498503780441836,0.466,0.860066799062694,0.95,NA,80,0.0119482968705034,0.214579630747875,-7.0852620486402,0.184229657989374,-0.0551703788631281,0.0370036613978259
693,693,7,LONG,raxml,40,NA,0,119857,45_0_0,INT,REF,0.252043344348777,0.00895745722133993,0.00308642555357392,0.0177231575937576,97.4387755102041,8.33458367785131,-9.6204404689236,-9.53026923982133,0.343829682557709,0.272,0.716229739883824,0.802,NA,30,0.00121579504889264,0.0536147387072516,-12.3335386083718,-0.053200008189445,-0.154674097884127,0.973046916226244
694,694,7,LONG,raxml,40,1,0.01,22301,45_0_0,INT,REF,0.0317537188604055,0.102883808439463,0.0135373301059938,0.00543596501993467,96.3061224489796,10.8953864853554,-8.05054630978024,-5.33333440300315,0.339888941210343,0.272,0.712288998536458,0.802,NA,32,0.00121579504889264,0.0536147387072513,-11.0062684388709,-0.0640370468947023,-0.199992623378839,0.181048410011609
695,695,7,LONG,raxml,40,1,0.02,14317,45_0_0,INT,REF,0.03414323914673,0.153225367983279,0.0185332541619286,0.00838686569154839,96.6428571428571,9.99716454646377,-6.83925222865779,-3.6089220655865,0.327081531831402,0.305,0.695540847810151,0.815,NA,46,0.00164049057967021,0.0833558275914296,-9.99429365293252,-0.0334963014526135,-0.153688912547285,0.116231114574961
696,696,7,LONG,raxml,40,1,0.03,10785,45_0_0,INT,REF,0.039779845217747,0.197065354807707,0.0220025005855394,0.0113783286710723,96.1836734693878,9.58988614444471,-6.81958316186144,-2.90080180558133,0.375355613336639,0.308,0.698496403820676,0.82,NA,50,0.00407697912648408,0.0969637601809749,-9.28590417727841,-0.0285703747684056,-0.140881503168345,0.0875569302710733
697,697,7,LONG,raxml,40,1,0.04,8821,45_0_0,INT,REF,0.0443104164822555,0.226190606973928,0.0246999137351234,0.0137589276994143,94.0510204081633,11.9288029220965,-7.01551661294522,-2.54033481166635,0.360577833284016,0.308,0.7014519598312,0.82,NA,50,0.0041715191927356,0.103062897537681,-9.76087846982093,0.00985185336841571,-0.179303731305166,0.0716123951711764
698,698,7,LONG,raxml,40,1,0.05,7417,45_0_0,INT,REF,0.0493081467993188,0.23892465481275,0.0272122743481052,0.0160626362353893,88.5816326530612,22.9634058814911,-7.08284371672835,-2.17892015239179,0.372400057326115,0.321,0.748740855999596,0.829,NA,62,0.00417592779686132,0.123185128118907,-10.3677381471243,0.0216740774105146,-0.132014835136771,0.0602141633584192
699,699,7,LONG,raxml,40,1,0.1,4392,45_0_0,INT,REF,0.0577713186953644,0.237646998795068,0.032544609415861,0.0262196189205443,79.9387755102041,25.8795052162468,-6.08562500502526,0.00780858523769275,0.490622297747104,0.444,0.861051984399535,0.936,NA,72,0.011017101710171,0.205740252834553,-5.87023513971133,0.0965481630104742,-0.0197037067368315,0.0356560072091381
700,700,7,LONG,raxml,40,1,0,118974,45_0_0,INT,REF,0.24977783847236,0.00897641659159719,0.00304574335990022,0.0175646950440263,96.6734693877551,11.2715091152945,-9.70770825108694,-9.63028322820916,0.334963014526135,0.272,0.721155666568032,0.802,NA,30,0.00121579504889264,0.0536147387072516,-12.8862287870233,-0.0256148187578809,-0.159600024568335,0.965878370150272
701,701,6,LONG,raxml,40,0.25,0.01,26163,72_0_0,INT,REF,0.0455346459341835,0.0873146228272723,0.0133549071332198,0.00592920241790131,94.2857142857143,14.7228695096417,-6.08054302320469,-4.92041099222312,0.322155605147194,0.216,0.797014937504833,0.748,NA,32,0.00593887960224594,0.0702419107348322,-14.0788522920411,-0.113296313736781,-0.118222240420989,0.21210033076075
702,702,6,LONG,raxml,40,0.25,0.02,16403,72_0_0,INT,REF,0.0449186164696482,0.143591139232188,0.0183655947246507,0.00929955928043923,93.6122448979592,15.421656116731,-5.06018855924855,-3.25528635059963,0.235459295505136,0.224,0.635444542262815,0.75,NA,42,0.00941971748195228,0.0898035152677403,-10.3938524216435,-0.146792615189394,-0.203933364726206,0.132977171022764
703,703,6,LONG,raxml,40,0.25,0.03,11931,72_0_0,INT,REF,0.0566298985112185,0.207834567181125,0.0227311289539073,0.0123999584768463,90.8469387755102,14.6028891653534,-5.01391934347241,-2.52216578612342,0.36944450131559,0.251,0.755637153357487,0.769,NA,58,0.00684656220724113,0.113813750769425,-8.55426758961586,-0.0128074093789404,-0.149748171199919,0.096723198651015
704,704,6,LONG,raxml,40,0.25,0.04,9157,72_0_0,INT,REF,0.0704291301807642,0.296492942291429,0.0275066966408051,0.0151497935916617,89.3571428571429,20.3668671707387,-5.48552264591706,-2.39432810749512,0.33200745851561,0.261,0.772385304083794,0.775,NA,52,0.00729428044845301,0.125143643656611,-10.8225419939283,-0.0157629653894651,-0.0571407495368113,0.0742347104222064
705,705,6,LONG,raxml,40,0.25,0.05,7737,72_0_0,INT,REF,0.0746787036052764,0.340955939871238,0.0300516241812068,0.0169570112164446,88.2755102040816,22.2598434671115,-5.78989332067126,-2.14588919143211,0.33791857053666,0.267,0.793074196157467,0.779,NA,54,0.0111743419239883,0.139511727303674,-10.7582259584367,-0.00985185336841571,-0.104429645705207,0.0627229392308191
706,706,6,LONG,raxml,40,0.25,0.1,4570,72_0_0,INT,REF,0.105987711176456,0.419266719654929,0.0389907977140296,0.0242995440426743,87.5204081632653,19.7824401942195,-6.98896718780533,-1.81490051285301,0.329051902505086,0.294,0.671896399725953,0.798,NA,74,0.0171989443842343,0.182788450554399,-9.42913087023243,-0.0532000081894449,-0.167481507263068,0.0370484467215773
707,707,6,LONG,raxml,40,0.25,0,123341,72_0_0,INT,REF,0.237935170586665,0.00945979037140092,0.00322652606405661,0.0167195496521691,94.6224489795918,14.1505275163937,-9.53164549356618,-9.61371456736918,0.287674118357739,0.216,0.797014937504833,0.748,NA,34,0.00600941726825744,0.0741735744958896,-13.8488348093262,-0.113296313736781,-0.118222240420989,0.999910824307672
708,708,6,LONG,raxml,40,0.5,0.01,26141,72_0_0,INT,REF,0.0456337267891411,0.084598451291738,0.0133502555140259,0.00590065844255648,93.9489795918367,14.6494237942908,-6.03607857302346,-4.89413194863952,0.315259307789304,0.217,0.73888900263118,0.747,NA,36,0.00932517741570075,0.0803554963832352,-12.3512124342931,-0.066992602905227,-0.167481507263068,0.211921979376094
709,709,6,LONG,raxml,40,0.5,0.02,16381,72_0_0,INT,REF,0.0448776981724074,0.136776263896269,0.0183308399908197,0.00930039449787246,93.9387755102041,14.7772577611266,-5.0575026533729,-3.26392042053074,0.295555601052472,0.224,0.747755670662754,0.75,NA,40,0.00946845704978661,0.0928676242241774,-12.5390445786503,-0.0866963096420584,-0.116251869747306,0.132798819638109
710,710,6,LONG,raxml,40,0.5,0.03,11913,72_0_0,INT,REF,0.0565542303404674,0.178316635094041,0.0227655705738965,0.012524220733446,89.6530612244898,17.280644103603,-5.04761758071877,-2.53661922846507,0.318214863799828,0.245,0.739874187968022,0.765,NA,50,0.0102323701757931,0.122024676397047,-10.7717286479669,-0.0640370468947022,-0.192111140684107,0.0965772747908425
711,711,6,LONG,raxml,40,0.5,0.04,9140,72_0_0,INT,REF,0.0705474227748653,0.271747456366663,0.0275054350715336,0.0151524311826783,89.4591836734694,19.8458847521289,-5.47971459519372,-2.39901184866646,0.377325984010323,0.261,0.732977890610131,0.775,NA,60,0.00729428044845301,0.125143643656611,-9.6503246777791,-0.00492592668420783,-0.123148167105197,0.0740968934431546
712,712,6,LONG,raxml,40,0.5,0.05,7721,72_0_0,INT,REF,0.0750592383065155,0.292228739534232,0.0300611234213065,0.016938010966204,91.1734693877551,16.4084624321004,-5.81673519808904,-2.24415027333975,0.335948199862977,0.262,0.753666782683804,0.776,NA,52,0.00745348004188174,0.121428728550633,-9.1838428098168,-0.0463037108315539,-0.127088908452563,0.062593229132888
713,713,6,LONG,raxml,40,0.5,0.1,4557,72_0_0,INT,REF,0.106414070141092,0.47202976199674,0.0389913414149306,0.0242863021563564,87.1224489795918,19.3258895348132,-7.00560055061166,-1.82473838099492,0.367474130641907,0.297,0.812777902894298,0.799,NA,74,0.0176089445679262,0.188742688423629,-8.60510492183358,-0.0147777800526236,-0.0679777882420686,0.0369430572670082
714,714,6,LONG,raxml,40,0.5,0,123319,72_0_0,INT,REF,0.23798307099008,0.00912726250238177,0.00322619938950753,0.0167229513950817,94.3877551020408,13.3529661194369,-9.42854536923318,-9.50686712254045,0.320185234473511,0.214,0.79504456683115,0.746,NA,36,0.00948952038060949,0.088368045138836,-13.7645598664794,-0.0965481630104742,-0.136940761820979,0.999732472923017
715,715,6,LONG,raxml,40,0.75,0.01,26081,72_0_0,INT,REF,0.0450337892003884,0.0732565091782748,0.013345893239117,0.0059046998846895,94.1122448979592,14.7954316250096,-6.07481949639935,-4.91842936212436,0.287674118357739,0.216,0.745785299989071,0.748,NA,34,0.00600941726825744,0.0741735744958896,-12.6364472256778,-0.113296313736781,-0.118222240420989,0.211435566508853
716,716,6,LONG,raxml,40,0.75,0.02,16345,72_0_0,INT,REF,0.0448779324967441,0.133006803301461,0.0183427999510247,0.00929828107087708,93.6836734693878,15.7254780064535,-5.07087166206558,-3.26952983297095,0.308363010431412,0.224,0.728051963925923,0.75,NA,38,0.0094437198821923,0.0933024023282884,-12.2495974477586,-0.073888900263118,-0.152703727210444,0.132506971917764
717,717,6,LONG,raxml,40,0.75,0.03,11879,72_0_0,INT,REF,0.0565416416520153,0.177717931530668,0.0227637252338922,0.0125211910124755,90.4183673469388,15.7551650633354,-5.05843168939713,-2.53474252726592,0.276837079652482,0.247,0.690614921125943,0.767,NA,48,0.00677602454122963,0.108399350822826,-10.501678428,-0.0522148228526034,-0.138911132494662,0.0963016408327388
718,718,6,LONG,raxml,40,0.75,0.04,9110,72_0_0,INT,REF,0.0707489950211919,0.272227328657679,0.0275178789536515,0.0151546365762895,90.0918367346939,18.9530547192152,-5.49795849978164,-2.39626085462264,0.328066717168244,0.258,0.736918631957497,0.774,NA,58,0.00752303801808752,0.123960716987115,-8.87526523436804,-0.0541851935262865,-0.164525951252543,0.0738536870095337
719,719,6,LONG,raxml,40,0.75,0.05,7697,72_0_0,INT,REF,0.0751703005657351,0.365146038706601,0.0300637241701937,0.0169391786213047,90.7448979591837,17.9347679532207,-5.82681733581988,-2.24663120977601,0.272896338305116,0.262,0.661059361020696,0.776,NA,58,0.00745348004188174,0.121428728550633,-9.38057702310639,-0.109355572389415,-0.168466692599909,0.0623986639859913
720,720,6,LONG,raxml,40,0.75,0.1,4539,72_0_0,INT,REF,0.106543832332207,0.502269023160082,0.0390137292912901,0.0243128053674742,86.3367346938775,20.1535056823797,-7.02484068077015,-1.83353106411305,0.367474130641907,0.297,0.796029752167991,0.799,NA,74,0.0176089445679262,0.188742688423629,-7.48222533983634,-0.0147777800526236,-0.0679777882420686,0.0367971334068357
721,721,6,LONG,raxml,40,0.75,0,123259,72_0_0,INT,REF,0.237857282811283,0.00902541717810743,0.003223416972925,0.0167143426655388,94.5918367346939,13.370869039059,-9.41619411752092,-9.49611072905594,0.264029670273542,0.214,0.622637132883874,0.746,NA,42,0.00932517741570075,0.0792453965246676,-13.6781358473469,-0.171422248610434,-0.258118558252492,0.999246060055775
722,722,6,LONG,raxml,40,NA,0.01,26174,72_0_0,INT,REF,0.0456344287601812,0.0844321847600769,0.013355331544743,0.00593401867688201,93.4081632653061,15.5535899225299,-6.11636973965316,-4.97964095060232,0.210829662084097,0.214,0.583229719410212,0.746,NA,40,0.00598565979046884,0.0740504702735497,-12.9065932758836,-0.118222240420989,-0.297525971726155,0.212189506453077
723,723,6,LONG,raxml,40,NA,0.02,16414,72_0_0,INT,REF,0.0450242169231998,0.143798017702868,0.0183680741540018,0.00930648967592066,93.2959183673469,15.768433286892,-5.05944814728187,-3.25301422329172,0.288659303694581,0.224,0.676822326410161,0.75,NA,42,0.00941971748195228,0.0898035152677403,-10.7255810770661,-0.0935926069999495,-0.19408151135779,0.133066346715092
724,724,6,LONG,raxml,40,NA,0.03,11942,72_0_0,INT,REF,0.0566079703869397,0.196954905233844,0.02270595043532,0.0124146762023134,89.2142857142857,18.2605710099177,-5.03106510398014,-2.52952016303385,0.322155605147194,0.251,0.766474192062744,0.769,NA,56,0.00703466264993846,0.125148633789908,-11.7013936516033,-0.0256148187578809,-0.114281499073623,0.0968123743433426
725,725,6,LONG,raxml,40,NA,0.04,9169,72_0_0,INT,REF,0.0706621221596544,0.297187965302308,0.0275131234417896,0.0151539499743668,89.1122448979592,20.9185374570372,-5.4924182869551,-2.38674306472247,0.310333381105096,0.258,0.788148269473259,0.774,NA,52,0.00752352786299038,0.122839400104273,-11.1216569346438,-0.0187185213999899,-0.109355572389415,0.0743319929956547
726,726,6,LONG,raxml,40,NA,0.05,7747,72_0_0,INT,REF,0.0748478888443447,0.24967862263069,0.0300507309024504,0.0169097717247178,90.3775510204082,16.8428242275839,-5.82176480130923,-2.22915522189302,0.258118558252492,0.262,0.664014917031221,0.776,NA,58,0.00742947764164171,0.118934255405602,-9.75830792223541,-0.080785197621009,-0.226592627473562,0.0628040080420261
727,727,6,LONG,raxml,40,NA,0.1,4578,72_0_0,INT,REF,0.105774355103471,0.503026593545109,0.0389671992144821,0.024288000668318,87.6326530612245,19.6208324776373,-7.01293945370763,-1.81450737700429,0.348755609241917,0.297,0.812777902894298,0.799,NA,74,0.0176089445679262,0.188742688423629,-7.78232370934935,0.0197037067368315,-0.0847259389683753,0.0371133017705428
728,728,6,LONG,raxml,40,NA,0,123352,72_0_0,INT,REF,0.238140792151948,0.00871756530196685,0.00322944296053761,0.0167341317992425,93.2959183673469,16.501926900091,-9.36534530742558,-9.44315058893671,0.342844497220868,0.219,0.715244554546982,0.749,NA,34,0.0058688317811373,0.0665852107844571,-13.5945015253324,-0.0650222322315438,-0.165511136589384,1
729,729,6,LONG,raxml,40,1,0.01,25159,72_0_0,INT,REF,0.0363448922974029,0.0892636238843822,0.0135990898163667,0.00580102003607559,94.7448979591837,13.9478492777208,-6.13302480332632,-4.91467970452958,0.22560744213672,0.214,0.670911214389111,0.746,NA,40,0.00937269237127794,0.0851260043610894,-12.4480008883989,-0.15664446855781,-0.209844476747255,0.203961022115572
730,730,6,LONG,raxml,40,1,0.02,15942,72_0_0,INT,REF,0.0450497577303306,0.116543239742296,0.0184422345524767,0.00935297208640607,92.8673469387755,17.5203197230524,-5.09603021372597,-3.27258269595396,0.339888941210343,0.224,0.690614921125943,0.75,NA,40,0.00941971748195228,0.0898035152677406,-12.0902173802581,-0.0896518656525832,-0.169451877936751,0.129239898826124
731,731,6,LONG,raxml,40,1,0.03,11575,72_0_0,INT,REF,0.0567786819054356,0.206649499388633,0.0228508371039893,0.0124617322399131,90.3673469387755,16.0857161168471,-5.07321067412071,-2.52887028288201,0.373385242662956,0.255,0.732977890610131,0.771,NA,54,0.00661486556818947,0.107803413567832,-10.4780795049776,-0.0334963014526135,-0.147777800526236,0.0938371489720475
732,732,6,LONG,raxml,40,1,0.04,8872,72_0_0,INT,REF,0.0712999856150004,0.296050881769144,0.0276483657083995,0.0152645469963656,89.9591836734694,17.5622124615105,-5.55407112446127,-2.42958750727335,0.310333381105096,0.258,0.822629756262714,0.774,NA,52,0.00724774518268153,0.122033134468118,-8.88907304616979,-0.0719185295894348,-0.0926074216631079,0.0719242493028082
733,733,6,LONG,raxml,40,1,0.05,7500,72_0_0,INT,REF,0.0761742514477889,0.17915876494653,0.0301789252094631,0.0169827842234011,89.1530612244898,18.7898590991334,-5.96266316325387,-2.2975643998102,0.325111161157719,0.254,0.760563080041695,0.772,NA,56,0.00756761390424757,0.12019628491205,-10.0834081834054,-0.0344814867894551,-0.144822244515711,0.0608016084052143
734,734,6,LONG,raxml,40,1,0.1,4429,72_0_0,INT,REF,0.109000771634671,0.515683789705591,0.0391466913229756,0.0243705942219179,85.5612244897959,20.464233987911,-7.35282706071713,-2.02380329119568,0.327081531831402,0.274,0.825585312273239,0.786,NA,72,0.017017701770177,0.177162051122768,-8.78163344526326,-0.0551703788631281,-0.0896518656525832,0.0359053764835592
735,735,6,LONG,raxml,40,1,0,122337,72_0_0,INT,REF,0.236622461788612,0.00887045892594151,0.0031930957286478,0.0166283386145989,94.5918367346939,12.8447002466651,-9.14691378823309,-9.22047595623002,0.257133372915651,0.217,0.633474171589132,0.747,NA,42,0.00934893489348935,0.0810526416414789,-13.3083941476924,-0.168466692599909,-0.298511157062997,0.991771515662494
736,736,6,LONG,raxml,40,0.25,0.01,26147,0_0_0,EXT,REF,0.0514870883310032,0.0880312791512662,0.0136160341635117,0.00620543168572971,94.6224489795918,13.7836862381514,-6.47401869930275,-5.00538895444905,0.288659303694581,0.225,0.761548265378536,0.757,NA,36,0.0155031013305412,0.0980515878641429,-13.7831699183182,-0.0935926069999495,-0.164525951252543,0.211970620662819
737,737,6,LONG,raxml,40,0.25,0.02,16336,0_0_0,EXT,REF,0.0450465318747881,0.134032798337027,0.0187576036538395,0.00931061014565615,93.2142857142857,15.5160375959976,-5.58865614413942,-3.32323770303488,0.323140790484036,0.24,0.685688994441735,0.762,NA,32,0.0153154907327467,0.0885142549842023,-10.7624007944833,-0.0689629735789101,-0.14383705917887,0.132434009987678
738,738,6,LONG,raxml,40,0.25,0.03,11846,0_0_0,EXT,REF,0.0587453071460699,0.128529035811208,0.0231088927361228,0.0121211456573679,91.2959183673469,17.7620057749092,-5.79323389032179,-2.6907980529001,0.372400057326115,0.249,0.713274183873299,0.767,NA,44,0.0155981312416956,0.108403333180378,-10.2944531113037,-0.00985185336841571,-0.147777800526236,0.0960341137557559
739,739,6,LONG,raxml,40,0.25,0.04,9137,0_0_0,EXT,REF,0.0758268131836564,0.324793723468077,0.0278492323762417,0.0147394083647856,89.9795918367347,16.2194865566572,-6.19269943749377,-2.53974719899013,0.330037087841927,0.264,0.708348257189091,0.778,NA,50,0.0162706882933191,0.12854469759427,-9.12052809947098,-0.0620666762210191,-0.213785218094621,0.0740725727997925
740,740,6,LONG,raxml,40,0.25,0.05,7747,0_0_0,EXT,REF,0.0826726314841522,0.288513389587191,0.0303623290933787,0.0167079536395646,87.6428571428571,22.5910528772586,-6.58879791471281,-2.44476677473932,0.365503759968224,0.26,0.790118640146942,0.776,NA,54,0.0166664829748281,0.146267861705967,-10.8998657566246,-0.0167481507263068,-0.107385201715732,0.0628040080420261
741,741,6,LONG,raxml,40,0.25,0.1,4597,0_0_0,EXT,REF,0.116342033020477,0.462983512179697,0.0394404610521712,0.0246846884220583,87.0408163265306,20.4111948095535,-7.76196025002325,-2.03617796271265,0.384222281368214,0.299,0.759577894704853,0.801,NA,70,0.0268452151337583,0.190702996017532,-9.0855786110169,-0.020688892073673,-0.0758592709368012,0.037267332511836
